id,poster_name,post_source_id,post_source_name,post_source_members,post_url,post_id,post_source_type,post_type,post_text,post_tokens,post_join_text,post_sentiment,post_intent,post_date,post_reaction_count,post_language,post_hashtags,post_source_url,poster_url,post_keywords,post_date_std
135,40 Haber,3371538030407654068,40 Haber,0,https://www.instagram.com/p/C7KG_m5Kxq0/,3371538030407654068,instagram,hashtag,"The difference has been made with pension: Officer does not want to retire! The disability to restrict employment has been restricted to the public for 3 years. Officer Ali Yalçin, who assesses the new savings package, has expressed that there is no more money to save from labour, not more personnel. The bond between duty pension and pension has been broken significantly. Public officials also wish not to retire, and the public officials who have retired wish not to return to duty.",,,negative,,2024-05-19T17:11:15.000Z,18,en,"['memur', 'emekli', 'kamudatasarruf']",https://www.instagram.com/p/C7KG_m5Kxq0/,https://www.instagram.com/p/C7KG_m5Kxq0/,"['The difference', 'pension', 'Officer', 'not want', 'The disability', 'employment', 'the public', 'years', 'Officer Ali Yalçin', 'the new savings package', 'no more money', 'labour', 'personnel', 'The bond', 'duty pension', 'pension', 'Public officials', 'wish', 'the public officials', 'wish', 'duty']",19/05/2024
136,itvhaber.com/RecepKenan,3370926862828083952,itvhaber.com/RecepKenan,0,https://www.instagram.com/p/C7H8B8usJrw/,3370926862828083952,instagram,hashtag,Details of public savings have been established: https://www.itvhaber.com/public-tasarruf-tedlers-in-discriminations.html,,,positive,,2024-05-18T20:56:58.000Z,5,en,"['KamudaTasarrufTedbirlerininAyrıntıları', 'kamudatasarruftedbirleri', 'servishizmeti', 'kamupersoneli', 'ZorunluNöbet', 'FazlaMesaiYok', 'kamuişçisi', 'Kamuİşçisiİzinleri', 'kamudatasarruf']",https://www.instagram.com/p/C7H8B8usJrw/,https://www.instagram.com/p/C7H8B8usJrw/,"['Details', 'public savings', 'https', '//www.itvhaber.com/public-tasarruf-tedlers-in-discriminations.html']",18/05/2024
137,Paşavizyon Gazetesi,3370032961384924465,Paşavizyon Gazetesi,0,https://www.instagram.com/p/C7Ewx-ItMUx/,3370032961384924465,instagram,hashtag,http://www.pasavision.com/tasarruf-tedleri-formate-de #campadatasarruf #tasarruftdistlers #tasarruftagesi #receptayyuperdöğan,,,positive,,2024-05-17T15:20:56.000Z,2,en,"['kamudatasarruf', 'tasarruftedbirleri', 'tasarrufgenelgesi', 'resmigazete', 'cumhurbaşkanı', 'receptayyiperdoğan', 'cumhurbaşkanıerdoğan']",https://www.instagram.com/p/C7Ewx-ItMUx/,https://www.instagram.com/p/C7Ewx-ItMUx/,"['http', '//www.pasavision.com/tasarruf-tedleri-formate-de', 'campadatasarruf', 'tasarruftdistlers', 'tasarruftagesi', 'receptayyuperdöğan']",17/05/2024
138,yenigun.com,3369842229836973367,yenigun.com,0,https://www.instagram.com/p/C7EFadiiwU3/,3369842229836973367,instagram,hashtag,"When austerity measures were being taken into effect in public, Audi A8 received a ""back step"" from Dianet President Ali Erbaş, who has had a public reaction. Diyanet announced that he has returned the used Audi A8 car. @dibaierbas #alier head #dianet #audi #a8 #kamudasaruf #economics",,,negative,,2024-05-17T09:01:59.000Z,2,en,"['alierbaş', 'diyanet', 'audi', 'a8', 'kamudatasarruf', 'ekonomi']",https://www.instagram.com/p/C7EFadiiwU3/,https://www.instagram.com/p/C7EFadiiwU3/,"['austerity measures', 'effect', 'public', 'Audi A8', 'back step', 'Dianet President Ali Erbaş', 'a public reaction', 'Diyanet', 'the used Audi A8 car', 'dibaierbas', 'alier head', 'dianet', 'audi', 'a8', 'kamudasaruf', 'economics']",17/05/2024
139,Hunat TV,3370759294880741512,Hunat TV,0,https://www.instagram.com/p/C7HV7g6tniI/,3370759294880741512,instagram,hashtag,"Vice President Cevdet Yilmaz, who assessed the austerity package in public, said that public transport will be provided to public employees.",,,positive,,2024-05-18T15:24:02.000Z,14,en,"['kayseri', 'kamudatasarruf', 'cevdetyılmaz', 'ekonomi', 'enflasyon', 'memur', 'keşfet', 'sondakika', 'cumhurbaşkanı', 'receptayyiperdoğan', 'like', 'gününkaresi']",https://www.instagram.com/p/C7HV7g6tniI/,https://www.instagram.com/p/C7HV7g6tniI/,"['Vice President Cevdet Yilmaz', 'the austerity package', 'public', 'public transport', 'public employees']",18/05/2024
140,Kpss Nirvana,3370100238756385308,Kpss Nirvana,0,https://www.instagram.com/p/C7FAE_EiJIc/,3370100238756385308,instagram,hashtag,........................ kpsss study grades and private notes... with easy learning with special encryption..,,,positive,,2024-05-17T17:34:36.000Z,20,en,"['kpss', 'kpssgygk', 'kpsscoğrafya', 'kpsshazırlık', 'kpsseğitim', 'coğrafya', 'cografyanotları', 'coğrafyakpss', 'kpssnotlarım', 'dersçalışmak', 'dersprogramı', 'kpsslisans', 'kpssönlisans', 'kpssortaöğretim', 'kpsscoğrafyanotları', 'dersnotları', 'cografyakpsss', 'lisanskpss', 'lisanscoğrafya', 'onlisanscografya', 'ösym', 'kpssblog', 'kpssblogger', 'coğrafyaşifreleri', 'şifrelicoğrafya', 'kpssgenelkültür', 'kpssmotive', 'öğretmenatamaları', 'emekli̇', 'kamudatasarruf']",https://www.instagram.com/p/C7FAE_EiJIc/,https://www.instagram.com/p/C7FAE_EiJIc/,"['........................ kpsss study grades', 'private notes', 'easy', 'special encryption ..']",17/05/2024
141,Paratic,3371532628304287789,Paratic,0,https://www.instagram.com/p/C7KFw_yt1gt/,3371532628304287789,instagram,hashtag,"The decision, which brought restrictions on public transport, has been published in the Official Paper. The decision can be made to buy Togg electric vehicles provided that you approve public-owned vehicles. The purchase of other vehicles has been prohibited. #togg #economic #kamudatasarf.",,,negative,,2024-05-19T17:00:00.000Z,49,en,"['togg', 'ekonomi', 'kamudatasarruf']",https://www.instagram.com/p/C7KFw_yt1gt/,https://www.instagram.com/p/C7KFw_yt1gt/,"['The decision', 'restrictions', 'public transport', 'the Official Paper', 'The decision', 'Togg', 'electric vehicles', 'public-owned vehicles', 'The purchase', 'other vehicles', 'togg', 'economic', 'kamudatasarf']",19/05/2024
142,Metropol Medya,3369884139483338132,Metropol Medya,0,https://www.instagram.com/p/C7EO8U8IJWU/,3369884139483338132,instagram,hashtag,Ceyhan Mayor Kadir Aydar's project was signed by President Recep Tayyip Erdogan and placed in the public paper Savings Department. More information and more information are on our website.. @ceyhanbelt @kadirdarr01 #resmigagete #t #sarruf #otel #lastendaka #siyaset#Adana #Ceyhan #sarrufageli #AKParti #Kamudarufsunsunsundaysunday #in the last day no one is aware of the events in the last #last day,,,positive,,2024-05-17T10:25:15.000Z,15,en,"['resmigazete', 'tasarruf', 'otel', 'sondakika', 'siyaset', 'Adana', 'Ceyhan', 'tasarrufgenelgesi', 'AKParti', 'Kamudatasarruf', 'sondakikahaberi', 'sondakikahaberler', 'sondakikahaberleri', 'sondakikahaber', 'haber', 'news', 'gündem', 'güncel', 'güncelhaber', 'habergündemi', 'CHP', 'CeyhanOteli', 'CeyhanBelediyesi', 'Proje']",https://www.instagram.com/p/C7EO8U8IJWU/,https://www.instagram.com/p/C7EO8U8IJWU/,"['Ceyhan Mayor Kadir Aydar', 'project', 'President Recep Tayyip Erdogan', 'the public paper Savings Department', 'More information', 'more information', 'website .. @ ceyhanbelt @ kadirdarr01', 'resmigagete', 't', 'sarruf', 'otel', 'lastendaka', 'siyaset', 'Adana', 'Ceyhan', 'sarrufageli', 'AKParti', 'Kamudarufsunsunsundaysunday', 'the last day', 'no one', 'aware', 'the events', 'last', 'last day']",17/05/2024
143,İYİ Parti Muğla İl Başkanlığı,3369335792848031198,İYİ Parti Muğla İl Başkanlığı,0,https://www.instagram.com/p/C7CSQ1Vt03e/,3369335792848031198,instagram,hashtag,"Erdoğan, who has submitted a motion to the head of the TBM for questions, has stated that many companies have been taking advantage of a variety of incentives, which the state has not collected from 2020, according to the request of Treasury and Finance Minister Mehmet Simsek.",,,negative,,2024-05-16T16:15:47.000Z,42,en,['kamudatasarruf'],https://www.instagram.com/p/C7CSQ1Vt03e/,https://www.instagram.com/p/C7CSQ1Vt03e/,"['Erdoğan', 'a motion', 'the head', 'the TBM', 'questions', 'many companies', 'advantage', 'a variety', 'incentives', 'the state', 'not collected', 'the request', 'Treasury', 'Finance Minister Mehmet Simsek']",16/05/2024
144,DW Türkçe,3369955090381720395,DW Türkçe,0,https://www.instagram.com/p/C7EfEzHOMtL/,3369955090381720395,instagram,hashtag,"The Editor-in-Chief of Religious Affairs has announced that he has returned the luxury Audi A8 car that is causing discussion. In a statement issued by Dianet, measures to be taken after the official publication of the austerity measures announced by the Ministry of Treasury and Finance. In addition to the extradition of Audi and its luxury meetings and trips abroad have been restricted. Treasure and Finance Minister Mehmet Simsek and Vice President Cevdet Yilmaz announced the savings package in the package at the beginning of the week.",,,negative,,2024-05-17T12:46:13.000Z,445,en,"['diyanet', 'kamudatasarruf', 'lüksmakamaracı']",https://www.instagram.com/p/C7EfEzHOMtL/,https://www.instagram.com/p/C7EfEzHOMtL/,"['The Editor-in-Chief', 'Religious Affairs', 'the luxury Audi A8 car', 'discussion', 'a statement', 'Dianet', 'the official publication', 'the austerity measures', 'the Ministry', 'Treasury', 'Finance', 'addition', 'the extradition', 'Audi', 'luxury meetings', 'trips', 'abroad have', 'Treasure', 'Finance Minister Mehmet Simsek', 'Vice President Cevdet Yilmaz', 'the savings package', 'the package', 'the beginning', 'the week']",17/05/2024
145,Memur Haber,3369892753308823411,Memur Haber,0,https://www.instagram.com/p/C7EQ5rMIq9z/,3369892753308823411,instagram,hashtag,The public austerity measures have been published in the Official Gazette. There will be no new car for 3 years.,,,neutral,,2024-05-17T10:42:22.000Z,57,en,"['kamudatasarruf', 'kamu', 'haber', 'tasarruftedbirleri', 'tasarruf']",https://www.instagram.com/p/C7EQ5rMIq9z/,https://www.instagram.com/p/C7EQ5rMIq9z/,"['The public austerity measures', 'the Official Gazette', 'no new car', 'years']",17/05/2024
314,aydanaydin34,18016816685515385,aydanaydin34,0,https://www.instagram.com/p/C6-2x8-KWad/,18016816685515385,instagram,hashtag comment,give me a chance to get out of here.,,,positive,,2024-05-19T00:07:05.000Z,0,en,[],https://www.instagram.com/p/C6-2x8-KWad/,https://www.instagram.com/p/C6-2x8-KWad/,['a chance'],19/05/2024
146,KPSS A Grubu,3369746495888203240,KPSS A Grubu,0,https://www.instagram.com/p/C7DvpWWiJ3o/,3369746495888203240,instagram,hashtag,There is even 657 DMK 68/B.,,,positive,,2024-05-17T05:51:47.000Z,266,en,"['2024kpss', 'kpssb', '2024kpssa', 'İİBF', 'SBF', 'Hukuk', 'İktisat', 'Maliye', 'Muhasebe', 'isletme', 'Ceko', 'kamuyönetimi', 'uluslararasıilişkiler', 'Ekonometri', 'Mühendis', 'Memur', 'Uzman', 'Müfettiş', 'Kaymakam', 'sayıştay', 'hakim', 'savcı', 'KpssA', 'SözleşmeliPersonel', 'TasarrufGenelgesi', 'kamudatasarruf', 'kesfetteyiz', 'kesfet', 'fyp']",https://www.instagram.com/p/C7DvpWWiJ3o/,https://www.instagram.com/p/C7DvpWWiJ3o/,['DMK'],17/05/2024
147,Referans Türk,3369855259966247358,Referans Türk,0,https://www.instagram.com/p/C7EIYEyxRG-/,3369855259966247358,instagram,hashtag,"Austerity measures have been set in place in the public institutions and organisations, which have been published by the President of the Republic of the Republic and have entered into force. There are detailed measures under the signature of President Recep Tayyip Erdogan, who has been announced by Vice President Cevdet Yilmaz and Finance Minister Mehmet Simsek.",,,positive,,2024-05-17T09:27:53.000Z,1,en,['kamudatasarruf'],https://www.instagram.com/p/C7EIYEyxRG-/,https://www.instagram.com/p/C7EIYEyxRG-/,"['Austerity measures', 'place', 'the public institutions', 'organisations', 'the President', 'the Republic', 'the Republic', 'force', 'detailed measures', 'the signature', 'President Recep Tayyip Erdogan', 'Vice President Cevdet Yilmaz', 'Finance Minister Mehmet Simsek']",17/05/2024
148,Emlakkulisi,3369289362875749092,Emlakkulisi,0,https://www.instagram.com/p/C7CHtMDthLk/,3369289362875749092,instagram,hashtag,"Lojman sales are being sold: First-class residents are being sold; first-time rentals are also being paid on the line! Public Savings and Economics Package has come to an agenda where people will be sold. At Lojman sales, 3 options have been announced on the table. Here are the details of the sale of the websites. Here are the rest of the information in the profile.",,,positive,,2024-05-16T14:43:32.000Z,15,en,"['lojman', 'satışı', 'lojmansatışı', 'kamudatasarruf', 'kamukonutu', 'memur', 'memurlar', 'satılık', 'rayiçbedel', 'kira', 'kirabedeli', 'istanbul', 'satış', 'lojmansatış', 'loşmansatışı', 'sondakika', 'sondakikahaber']",https://www.instagram.com/p/C7CHtMDthLk/,https://www.instagram.com/p/C7CHtMDthLk/,"['Lojman sales', 'First-class residents', 'first-time rentals', 'also being', 'the line', 'Public Savings', 'Economics Package', 'an agenda', 'people', 'Lojman sales', 'options', 'the table', 'Here are', 'the details', 'the sale', 'the websites', 'Here are', 'the rest', 'the information', 'the profile']",16/05/2024
149,Çarşamba Haber Ajansı_ÇHA,3369525570655997697,Çarşamba Haber Ajansı_ÇHA,0,https://www.instagram.com/p/C7C9adsi88B/,3369525570655997697,instagram,hashtag,âTMa publicatessarruf âTMa,,,positive,,2024-05-16T22:32:51.000Z,145,en,['kamudatasarruf'],https://www.instagram.com/p/C7C9adsi88B/,https://www.instagram.com/p/C7C9adsi88B/,['âTMa publicatessarruf âTMa'],16/05/2024
150,Hasan Güner,3369346203243406353,Hasan Güner,0,https://www.instagram.com/p/C7CUoUxomQR/,3369346203243406353,instagram,hashtag,"Public Savings is a project that is well and must be done, and public waste must be put to an end, but also the support of the treasure to political parties must be removed. The parties must not pay the price of flags, posters and ads.",,,positive,,2024-05-16T16:36:28.000Z,708,en,"['kamudatasarruf', 'tasarruf', 'hasangüner']",https://www.instagram.com/p/C7CUoUxomQR/,https://www.instagram.com/p/C7CUoUxomQR/,"['Public Savings', 'a project', 'public waste', 'an end', 'the support', 'the treasure', 'political parties', 'The parties', 'not pay', 'the price', 'flags', 'posters', 'ads']",16/05/2024
151,mustafa yıldız,3369320450797005050,mustafa yıldız,0,https://www.instagram.com/p/C7COxk8Nuj6/,3369320450797005050,instagram,hashtag,"T.C., head of the Chamber of Commerce and Industry Board Selçuk Semizoğlu T.C., which has been announced by the Ministry of Treasures and Finance as part of the Public Savings and Efficiency package, we see the decisions in place and correct.",,,negative,,2024-05-16T15:45:18.000Z,5,en,"['ctso', 'selçuksemizoğlu', 'kamudatasarruf', 'yerindekarar']",https://www.instagram.com/p/C7COxk8Nuj6/,https://www.instagram.com/p/C7COxk8Nuj6/,"['T.C.', 'head', 'the Chamber', 'Commerce', 'Industry Board Selçuk Semizoğlu T.C.', 'the Ministry', 'Treasures', 'Finance', 'part', 'the Public Savings', 'Efficiency package', 'the decisions', 'place', 'correct']",16/05/2024
152,Daktilo Haber,3369893683095002950,Daktilo Haber,0,https://www.instagram.com/p/C7ERHNHtd9G/,3369893683095002950,instagram,hashtag,"The public austerity measures have been published in the Official Paper. Natural disasters, epidemics, forest fires and domestic and foreign security and intelligence services have been kept out of the service.",,,negative,,2024-05-17T10:44:13.000Z,101,en,"['tasarruf', 'resmigazete', 'kamudatasarruf']",https://www.instagram.com/p/C7ERHNHtd9G/,https://www.instagram.com/p/C7ERHNHtd9G/,"['The public austerity measures', 'the Official Paper', 'Natural disasters', 'epidemics', 'forest fires', 'domestic', 'foreign security', 'intelligence services', 'the service']",17/05/2024
153,Çarşamba Haber Ajansı_ÇHA,3369522907574887627,Çarşamba Haber Ajansı_ÇHA,0,https://www.instagram.com/p/C7C8ztgiuTL/,3369522907574887627,instagram,hashtag,âTMa publicatessarruf âTMa,,,positive,,2024-05-16T22:27:33.000Z,65,en,['kamudatasarruf'],https://www.instagram.com/p/C7C8ztgiuTL/,https://www.instagram.com/p/C7C8ztgiuTL/,['âTMa publicatessarruf âTMa'],16/05/2024
154,BTP Sancaktepe,3368824908685088887,BTP Sancaktepe,0,https://www.instagram.com/p/C7AeGfYqZh3/,3368824908685088887,instagram,hashtag,"Tomorrow evening, our President-in-Chief will be hosted by Zeynel Lüle on Tele 1st with the permit for the Truth. (May 16th) Thursday (May 21st) Tele 1st",,,positive,,2024-05-15T23:20:45.000Z,9,en,"['HüseyinBaş', 'btp', 'tele1', 'zeynellüle', 'kamudatasarruf', 'reelsıntagram', 'keşfet', 'kelebek', 'tiktok', 'reels', 'eleştri', 'sosyalmedya', 'türkiye']",https://www.instagram.com/p/C7AeGfYqZh3/,https://www.instagram.com/p/C7AeGfYqZh3/,"['Tomorrow evening', 'President-in-Chief', 'Zeynel Lüle', 'Tele', 'the permit', 'the Truth', 'May', 'Thursday', 'May']",15/05/2024
155,Büro İş Sendikası,3369028255622915694,Büro İş Sendikası,0,https://www.instagram.com/p/C7BMVk-qGZu/,3369028255622915694,instagram,hashtag,The action against the Savings Package took place in the New Asian Gazette.,,,negative,,2024-05-16T06:04:47.000Z,26,en,"['kamudatasarruf', 'tasarruftedbirleri', 'tasarruf', 'zam', 'enflasyon', 'tedbir', 'maaş', 'ekonomi']",https://www.instagram.com/p/C7BMVk-qGZu/,https://www.instagram.com/p/C7BMVk-qGZu/,"['The action', 'the Savings Package', 'place', 'the New Asian Gazette']",16/05/2024
202,979100417117626,Y29tbWVudDo5NzkxMDA0MTcxMTc2MjZfMzg2MjE4NTUxMDg0NDIx,Coşkun Kadir Tamtürk,0,https://www.facebook.com/yavuzaydiin/posts/979100417117626?comment_id=386218551084421,Y29tbWVudDo5NzkxMDA0MTcxMTc2MjZfMzg2MjE4NTUxMDg0NDIx,facebook,comment hashtag,They make people pay for their incompetence again.,,,negative,,2024-05-16T18:27:47.000Z,0,en,[],https://www.facebook.com/yavuzaydiin/posts/979100417117626,https://www.facebook.com/yavuzaydiin/posts/979100417117626,"['people', 'incompetence']",16/05/2024
